username,review,rating,tahun,aplikasi
Syamsul Huda,verifikasi wajah susah amadddd,3,2025,livin
Rina Julyana,Saya mau tanya kenapa sekarang potongan bulanan Mandiri Rp10.000 bukannya waktu bikin kartu ATM itu potongannya cuman 5000 kenapa sekarang jadi Rp10.000 dua kali potongan akhir bulan sama tanggal 9 bunga saja tidak dapat potongan aja Rp10.000,3,2025,livin
Saepuloh Anwar,"kenapa livin mandiri d android sekarang susah masukny,lama loadingny..tolong di perbaiki lagi.!!!",3,2025,livin
Johan togatorop,ini pembukaan reknya biasanya brapa lama ya blum kok siap siap,3,2025,livin
zakharia rajagukguk,kenapa di persulit ya pada hal saya hanya mbanking saya terblokir dan kartu ATM buku saya ketinggalan di Kalimantan waktu di bilang proses nya berminggu-minggu dan bulan padahal masih sama Indonesia bukan beda negara gimna sih mandiri ini tolong penjelasannya yg tepat.,3,2025,livin
Aqilla Rafailah,"saya bikin rekening online ,, data udh lengkap ,tapi blom jadi aja ...status nya di ,sedang di proses trus ...knapa ya .",3,2025,livin
Citra Agustina,kalo buka Livin mental-mental Mulu knp yaa ?,3,2025,livin
Muhammad zikri Ramdhani,"desain aplikasi bagus mudah dipahami, cuma kalo malem suka ga bisa bayar sampe jam dua malam pun ga bisa transaksi",3,2025,livin
Rio Maryono,Maintenent rutin mengganggu transaksu.. jd nya bukan aplikasi 24 jam,3,2025,livin
Asror Huda,tolong dong kak pas top up padahal udah jelas tidak berhasil tapi kok saldo tetep kepotong? gimana ini solusinya? udah coba menghubungi costemer service nya eh malah ga direspon🤦,3,2025,livin
ukas erawan,transfer ke semua bank knapa gak bisa,3,2025,livin
Aulia Rahman,"Akun saya tidak bisa login setelah melakukan instal handphone. sebelumnya bisa, sekarang malah dibilang sistem operasi handphone tidak mendukung. mohon perbaikannya",3,2025,livin
Januari Kristi,tidak di buka,3,2025,livin
Tri Susantog,"tolong di perbaiki lgi min,livin saya tiba2 terblokir,sya sudah kluar masuk ke cabang bank mandiri tetap gak bisa,dan gak ada solusi",3,2025,livin
Hendy,livin knp gak bisa dibuka....,3,2025,livin
Anjar Winarsih,"saya buka aplikasi Livin tidak bisa di buka ,loading terus sampai saya uninstall dan kembali instal tetep tidak bisa",3,2025,livin
Sofyan Usman,"bagaimana cara agar sy bs login,karna saya belum punya atm mandiri nya,dan dibagian menu apk,tidak ada menu untuk login..tolong bantuan nya",3,2025,livin
nadia ekarahmawati,"rekening saya itu visa gold, tp knp biaya administrasi bulanan nya itu platinum visa??, alias 12,500??, harusnya kn 5,000",3,2025,livin
Imam Famiglia,verifikasi wajah gagal terus aneh,3,2025,livin
Hanafiah Al Madani,livin saya stag di logo gabisa masuk kenapa ya?,3,2025,livin
denny Yoji,"sangat terbantu dengan livin ,, tapi sering banget maintenence , masa iya sehari bisa 2 kalii",3,2025,livin
Sugeng Hawaari,harus banget pemeliharaan malem² orang jdi susah mau transfer.. tidak profesional sekali mengelola aplikasi nya,3,2025,livin
Chandra Phakoy,kenapa login nya harus pake kartu sedangkan kartunya lama blm jadi,3,2025,livin
Wartane Andre,oalah veripikasi wajah susah nih tolong di bantu.,3,2025,livin
Lindadian07 Ndaytta05,"livin ini sering error, kadang gabisa digunakan loading lama",3,2025,livin
Fadli Faturrahman,"3,9.. admin harus memperbaiki ini. masa sekelas mandiri penilaian aplikasi ancur",3,2025,livin
Hendra Irawan,susah masuk harus ubah terus pasword mohon bantuan nya,3,2025,livin
tha thata02,admin tolong perbaiki ko Livin tidak bisa melakukan top up e money..katanya harus cek jam pembaharuan otomatis..sudah di cek masih tidak bisa melakukan top up..tolong dong ini tau gini gak usah pake Livin ajj,3,2025,livin
riski riyansyah,anjay susah buka tabungan malah verifikasi lewat vidio call,3,2025,livin
Ando vander haln,gangguan ga bisa loading,3,2025,livin
herman Sulaeman,Jadi ada bug setelah update. Jadi ngga bisa masuk..karena notifikasi ada aplikasi yg tidak di kenal.padahal ngga pernah install,3,2025,livin
AIS ytb,muter2 aja gk mau login,3,2025,livin
muhammad arif awaludin,kenapa bulan ini sering sekali gangguan ? mohon segera di perbaiki sistemnya,3,2025,livin
Junior Dedy,ngga bisa masuk untuk akses login pdhal udah punya atm. tapi ga bisa. giliran di coba esok harinya malah aplikasi muter doang. pdhal sinyal lancar,3,2025,livin
Abdul Haris,"udh lama pake livin by mandiri bagus tapi akhir"" ini kok tidak bisa masuk ya, tolong min di perbaiki di bilang sinyal ngk ada pake baru beli 🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️",3,2025,livin
Stella Ford,"saya di minta perusahaan setor nama sama nomer rekening, di fc/print.. lah ini dimana nomor rekening dan nama nya.. cari profile g ada..",3,2025,livin
Nayim Hermanto,koneksinya lemot harus ditingkatkan,3,2025,livin
tiwi line,"saat masuk apk harus masuk melalui playstore, apk livin tidak berada pada tampilan luar, sudah di unistall dan di install kembali tapi sama saja. mohon diperbaiki",3,2025,livin
Silent Gaming,"ini saya mengalami masalah tidak dapat login.. jd pas mao masukin nomor kartu atm tiba2 muncul notif ""permintaan tidak dapat di proses"" di karenakan sistem operasi handphone tidak mendukung.. sebelumnya gk ada masalah tp pas saya ganti hp dr infinix gt20 ganti k redmi 13 muncul notif ini. udh di uninstall trus install lg tetep sama muncul notif itu. cara mengatasinya gmn??",3,2025,livin
Bella Septiawan,kenapa sekarang susah masuk .. padahal jaringan aman² aja,3,2025,livin
roh man,saya mendaftarkan teman saya 3 orang melalui refferal saya tapi saya cek masih kosong kenapa padahal mereka sudah isi saldo juga 100rb an per orang,3,2025,livin
Sandi Ojo,sudah buat rekening nyam eh di tranfer ko gak masuk masuk gagal,3,2025,livin
Andi Atong,aplikasi sering mental2 gak bisa dibuka bisa 1- 2 hari baru pulih lg...knp sih sementara bank2 lain gak seperti ini,3,2025,livin
Siti Fatimah,kenapa sumber dana paylater kadang muncul kadang tidak,3,2025,livin
Bunga Cinta Dewi,Min tolong dong perbaiki notifikasi nya ketika ada transfer masuk & keluar. beberapa hari ini tidak ada notifikasinya!,3,2025,livin
Kaji Gaul,sy lupa sandi tidak bisa masuk dan suruh masukin nomor kartu padahal sy tidak punya kartunya pas pembuatan katanya kartu dikirim ke alamat saya kok ga ada datang,3,2025,livin
Muhsi Abdul,bisa cek nomor rekening & ganti pin password gk...?,3,2025,livin
Negi Silvamillion,"kocak baru buka udah gw TF malah ga bisa di logini, kalo pemula yg bikin kan udah terlanjur keluar dari aplikasi malah ga bisa login lagi karena ga tau soal no kartu dll, kagak kek BCA pas awal bikin aja langsung di spill dari no kartu no rek di awal bikin jadi kagak bingung pas login lagi juga gampang kalo lupa sandi",3,2025,livin
Maliansyah Kahuwa,gmn ini bapak ibuk. sy buka rekening via aplikasi. udh jd minta pembaruan password. sedangkan sy tidak punya no kartu. tlng petunjuk,3,2025,livin
Faqihpunya Sartati,eror pendaftaran nasabah baru melalui online .. saat melengkapi photo Selfi.. gagal terus.. sampe sekarang tidak dapat terhubung,3,2025,livin
Rido Ido,kenapa g bisa dibuka dan setiap dibuka ada tulisan liv in by mandiri terus berhenti,3,2025,livin
Risma Chutee,kok sering eror dan sekarang malah gak bisa masuk aplikasi,3,2025,livin
Asep Nurdiana,"saya baru buka rekening,hari kemarin langsung jadi,tapi pas saya buka aplikasi lg, saya lupa pasword/pin aplikasinya,terus saya diarahkan mengisi nomor kartu dan masa berlalu kartu,gimana caranya sedangkan saya belum memiliki kartu kreditnya gimana cara benerin nya ya",3,2025,livin
bagaskara,"mohon diperbaiki.. niat mau mempermudah malah mempersulit. mau login di app livin susah bener, udah ke cs minta tolong ma cs buat aktivasi livin cs g bisa.. suruh nyoba sendiri, sudah coba untuk daftar sendiri tetap g bisa.. terus harus gmn?",3,2025,livin
Haidil Adhar,"saya customer baru di bank mandiri mau login akun tapi ngak bisa karna aksesnya blum dibuka, saya sudah membuka akses 2 kali di atm mandiri tapi masih ngak bisa buat login, kendalanya akses blum dibuka. untuk develornya tolong apknya diperbaiki",3,2025,livin
Neni,susah buka livin,3,2025,livin
Moefazoe,tolong dong bi fast dibuat gratis,3,2025,livin
One_step,"apa apaan dah mau login aja susah pake ada tulisan sistem operasi tidak mendukung, pas ke bank katanya hp nya yang bermasalah, sekalinya udah ganti hp masih sama aja hp saya infinix hot 40 pro tolong pihak developer penyebab nya apa ini capek saya Gonta ganti hp",3,2025,livin
Chang-e Gaming,ini cara login kembali gimana caranya dahh,3,2025,livin
Della Aprilia26,"kenapa tiba2 tidak logout sendiri dan ada tulisan selamat datang di aplikasi Livin mandiri dan ada pilihan belum punya rekening mandiri / sudah punya debit/kredit mandiri padahal saya gak logout, ini dari kemarin tiba2 begitu dan gak bisa login tolong dong ini gimana ya",3,2025,livin
Dewi Mutia sari,kebanyakan gangguannya,3,2025,livin
Dendi Purwadandi,kenapa tidak bisa di buka min.,3,2025,livin
Cakra Reinhard,kok livin skr ga bisa di buka klo pakai wifi sii??? aduhhhhhhh,3,2025,livin
Ridwan Pitono,"gimana caranya Pasword ke blokir , soalnya kartu juga hilang",3,2025,livin
junior yudha,kenapa Livin mandiri tidak bisa di bulak d hp android saya,3,2025,livin
Mirna rayn,kami coba dulu yachh kalau bagus nanti kami berikan bintang 5,3,2025,livin
aimbaim baim,"senang nggak berlangsung lama, kok lama yahh notifikasi SMS nya masuk padahal baru download padahal nomor masih aktif",3,2025,livin
Ali Bin Yahya,kenapa saya susah login ya?...,3,2025,livin
Alan eka Putra,"Yg bener Dong Masa Transaksi nya berhasil di transfer giliran di cek ga ada uang yg masuk tolong dong di perbaiki,!!!!!!!!!!!!! masih blm ada kejelasan dari pihak mandiri nya",3,2025,livin
Titin Nurwati,udah dire start tetp ahh ga bisa...Malay disuruh k bank mandir I terdekat,3,2025,livin
Tomy Skc,cara loginya gimana ini? suruh masukan nomer kartu. pdhal ga ada kartunya,3,2025,livin
Fenan Bandu,ke Napa growin mandiri tidak bisa dibuka,3,2025,livin
khansa Nugraha,aplikasi suka eror . kadang tidak bisa di akses,3,2025,livin
Ikram Ikram,terlalu banyak masalah,3,2025,livin
Anang Wahono,"mohon bantuannya untuk login Livin by Mandiri,,sudah beberapa hari ini mau login susah registrasi nya,,tulisannya gagal login by Mandiri RPT 02,, mohon ditindak lanjuti agar transaksi bisa lancar dan Aman seperti biasanya trimakasih",3,2025,livin
Rimawati Dewi,mandiri nih kalo mau log in harus masukin nomer kartu.. sedangkan skarang banyak yg bkin rekening gk pake kartu.. jadi susah buat yg mau simple dan gk bisa ke bank langsung,3,2025,livin
Muhammad Aldi,kenapa Livin sering ganguan buat gk nyaman aja pakai nya,3,2025,livin
Kerl Lok,"Min saya kan isi pulsa di aplikasi Livin kemaren tuh 2hari lalu kalo ga salah, status top up berhasil tapi ko gada masuk pulsanya ke nomer saya... Udah beberapa kali cek nomer ga ada yang salah knpa ya",3,2025,livin
Mama Arfi,kenapa sekarang gak bisa intip saldo ya,3,2025,livin
Nayla Himmatul,"habis download dibuka kok nggak bisa ya, dr kemarin kenapa??? coba lagi terus",3,2025,livin
Armen Juai,Tolong saya gak dapet email nomer kartu fisiknya saya tidak bisa login mohon bantuannya,3,2025,livin
Kristianto Gedung rejo,kenapa ya kok aplikasi ini gak bisa dibuka,3,2025,livin
Haris Rafael,sudah 1 minggu aplikasi ini tdk bisa di buka. tolong apa penyebab nya. gara tdk bisa di buka. sya mau transaksi apa pun jdi sulit. krna uang saya di dalam smua..,3,2025,livin
Cibul Yulian,ksm nya hilang,3,2025,livin
Ibrahim Bintang,"Aplikasi yang memudahkan transaksi, tapi 1 keluhan saya. Yaitu kenapa tiba tiba apk livin saya sering masuk sendiri ke aplikasinya padahal saya tidak membukanya di task bar ? sekian terima kasih",3,2025,livin
Dani Joko,suka lemot susah di buka aplikasinya,3,2025,livin
Bachtiar Agum,"ini kenapa saya gabisa login tulisannya ""layanan tidak tersedia sementara"" udah hampir seminggu gitu terus...",3,2025,livin
2back 2furious,awesome,3,2025,livin
Budi Mulyani,"Livin baik bagus saya suka yang tidak saya suka sekarang livin tidak bisa dibuka hp saya lg,setiap mau login pasti keluar sendiri dari apk, sudah coba dihapus data dan instal ulang tetep sama hasilnya,sudah kirim email juga tetep tidak bisa digunakan",3,2025,livin
Angga Setiawan,agar di perbarui ketika masuk login kode otp bisa lewat whatsapp,3,2025,livin
Lalu Akmal,kenapa saldo saya hilang padahal tidak pernak transaksi,3,2025,livin
Sri Ekawati,"saya ada kendala ketika mau log in tetapi ada notif sendang maintenance, padahal saya sudah masukan no kartu dan data pribadi saya sesuai identitas, dan sayapun sudah mencoba untuk pergi ke cabang bank mandiri , ketika di jelaskan oleh CS akun sudah di reset jadi bisa di gunakan kembali, namun ketika saya mencoba kembali untuk masuk livin ternyata kendala masih sama . tolong berikan solusinya.",3,2025,livin
Renti Amelia,"Eror, ngga bisa buat TF ataupun top up",3,2025,livin
mzpdesign 220z,TOLONG PERBAIKI APLIKASINYA... GANGGUAN TERUS..MAU LOG IN GAK BISA.. TERHAMBAT LOH ORANG MAU TRANSAKSI ONLINE!!!,3,2025,livin
Amin Cango,okelah,3,2025,livin
Diary Anindita and Family,kenapa suka gangguan dengan tulisan BELUM BERHASIL TERHUBUNG saat membuka aplikasi sedangkan jaringan normal,3,2025,livin
Lina Isnani,kenapa buat transaksi gagal terus dari kemarin . tolong solusinya,3,2025,livin
Nadia Hana,apakah aplikasi mandiri gangguan hari ini? kenapa tidak bisa dibuka?,3,2025,livin
Joe Lieth,padahal di mbanking saldo yang ditampilkannya gak usah sama saldo endapnya,3,2025,livin
Far,"min saya tidak bisa masuk ke akun m banking saya karena pas mau masuk kan kode otp sistem sedang sibuk, udah 2 bulan saya coba login masih sama, gimana ni min? semoga di respon🙏🏼",3,2025,livin
Eni Purwati,"aplikasinya si ok, tapi agak ribet",3,2025,livin
Acc pubg 50,"Kenapa pagi ini Livin saya tidak bisa di buka, lalu terdapat bacaan, ""belum berhasil terhubung"" ,Saya ingin melakukan transaksi untuk hari ini mohon di bantu😥",3,2025,livin
Rizky Hilmansyah,emosi banget kalau lupa password posisi kartu hilang atau ketinggalan pas butuh malah susah harus login pakai nomor kartu .benci kalau buka karena gajian aku gamau pake kamu😭,3,2025,livin
Novi widia Wati,"semenjak Ter uninstall oleh anak saya, saya download Livin saya lagi tp eror (force close) terus. sehingga tidak bisa log in.",3,2025,livin
Reina Nurani,"apk pelayanan buruk, setiap malam jam 01.00 transaksi selalu gagal",3,2025,livin
Mustopa topa,tidak bisa login lagi karna lupa pasword tolong d bantu solusi nya dong,3,2025,livin
Rissa Chelsea,Udah hampir satu bulan dari pengajuan ganti nomor tapi masih blm bisa di buka ga ngerti lagii harus nunggu berapa lama padahal seharusnya ga terlalu lama bgtu nunggunya . harusnya kantor cabang bisa mengganti no dgn cepat karena pasti aman kecuali ngaganti nomer sendiri harus di curigai,3,2025,livin
Erna Nuraeni,"Tolong dong tingkatkan lagi kinerjanya, pemeliharaan aja sampe ga bisa log in sama sekali perasaan dulu cuman ga bisa transaksi aja",3,2025,livin
M Rizl,kenapa terjadi kendala login livin?,3,2025,livin
Bobby Anderson,kenapa masih belum ada menu untuk tambah no Rekening ke dalam bookmark? mau tranfer cepat jadi tidak bisa dan ribet,3,2025,livin
Harun Petukangan,"Kok di hp saya gak bisa ya, pas klik blm punya rekening malah keluar",3,2025,livin
Adee So0narty,sering maintenance and eror,3,2025,livin
heriyani aprizal,"tolong dong min kenapa saya tidak bisa memverifikasi akun livin saya dari sore sampe tengah malem gini, mau beli makan susah amat",3,2025,livin
Satria Saputra,mau login tapi GK bisa terus kataada perbaikan tapi lama,3,2025,livin
Zakaria Hiki,"gagal verifikasi waktu mau bikin mbanking, padahal sudah poto dengan jelassssssssssas",3,2025,livin
Fajar Akbar,"males banget deh setiap malem, maintenance mana mau bayar makan pakai qris, masa mau bayar makan harus nunggu pagi dulu",3,2025,livin
Tri Windarto,kenapa livin ahir ahir ini sering lemot ya,3,2025,livin
Febri Setyawan,"tambahan kan,, e money untuk di cairkan ke rekening atau e wallet min,,",3,2025,livin
Rizal Agustio,"ini kenapa selalu ada peringatan bahwa jaga keamanan akun karena kedeteksi adanya aplikasi tidak dikenal dan adanya share screen, padahal gada, tapi ini cuma kadang kadang aja, jadi ganggu pas mau transaksi.",3,2025,livin
Sovinuraaa ra02,"knpa yaa tidak bisa log in di hp, pdhl hpnya bukan versi lama. selalu ada peringatan perangkat anda tidak didukung",3,2025,livin
Umi Wardani,bagus tp sekarang knp gak bisa dibuka ya,3,2025,livin
Dila Putri,setiap tf pasti ada yang hilang 10rb atau 20rb saya menggunakan aplikasi ni merasakan di rugikan,3,2025,livin
Andriyani,aplikasi keluar terus tidak bisa login tolong bantuannya,3,2025,livin
zaQi Maulana,mohon maaf kenapa daftar wajah susah bgt sih padahal udah pas terang kedip,3,2025,livin
Roli Marlino,kenapa saya ga bisa masuk stiap mau cek pasti ada peringatan jaga ke amanan AKUN dan aktifitas anda sllu bgtu,3,2025,livin
Syahrudin Didin,"kenapa tiap malem harus maintenance sih,, jadi kalo lagi ada perlu susah di gunainnya,, ayo lebih tingkatkan lagi",3,2025,livin
Arif Hidayatullah,selalu gangguan di jam 12 malam ke atas,3,2025,livin
Bayu Segara,"gabisa transfer , top up , narik tiba tiba. tapi login bisa, kocak",3,2025,livin
Een Patimah,"inikan sy buat m-banking aja. dan dkrmlah kartu fisiknya. tp tanpa buku tabungannya. apakh mmg begitu ya? kcp LIWA sdngkan sy perlu utk Info norek dan nama pemilik. d apk livinnya gkda, jd sy harus gimana nh. d tolak trus karna ga jls dmna letaknya",3,2025,livin
Gita Dyanza,saldo masih ada tp knp kok tdk bisa transaksi :(,3,2025,livin
Yanti Kurnia,lupa pasword knpa pakai nomor kartu belum sempat nyimpan tadi tolong lah di permudah,3,2025,livin
Agus Bohid,min knpa ko ga bisa transfer ya,3,2025,livin
Ajeng Hani,kenapa ya gabisa masuk terus ?,3,2025,livin
Edy Priyandhana,"sering pemeliharaan,masa tiap hari bahkan tiap menit,tranfer sering gagal harus mengulang ber kali"".makin kesini makin gajelas",3,2025,livin
